time,cablecal,temp,pressure,humid,cablecal_baseline,cablecal_clean,cablecal_baseline_ml_pred
2020-02-20 17:23:20,3.736029967,7.422923588,889.4,0.258467214,3.736029967,3.736029967,
2020-02-20 17:25:28,3.740526854,7.593023256,889.3767442,0.255950909,3.740526854,3.740526854,
2020-02-20 17:26:59,3.745923118,7.713953488,889.3465116,0.254465889,3.745923118,3.745923118,
2020-02-20 17:28:39,3.77290444,7.846843854,889.313289,0.252833999,3.77290444,3.77290444,
2020-02-20 17:31:11,3.501592265,7.9,889.3,0.252181243,3.501592265,3.501592265,
2020-02-20 17:32:28,3.719841175,7.9,889.3,0.252181243,3.719841175,3.719841175,
2020-02-20 17:34:15,3.756715647,7.9,889.3,0.252181243,3.756715647,3.756715647,
2020-02-20 17:36:14,3.784896138,7.975747508,889.3,0.250891012,3.784896138,3.784896138,
2020-02-20 17:37:55,3.798986383,8.042857143,889.3,0.249747912,3.798986383,3.798986383,
2020-02-20 17:40:19,3.812776837,8.157807309,889.3192691,0.248184341,3.812776837,3.812776837,
2020-02-20 17:43:52,3.632301777,8.370099668,889.3900332,0.24601674,3.632301777,3.632301777,
2020-02-20 17:46:22,3.646691815,8.758803987,889.4,0.239202813,3.646691815,3.646691815,
2020-02-20 17:48:39,3.670675211,9.168438538,889.4,0.231772127,3.670675211,3.670675211,
2020-02-20 17:50:36,3.658983306,9.469767442,889.4,0.226833017,3.658983306,3.658983306,
2020-02-20 17:52:20,3.657784136,9.711627907,889.4,0.223196419,3.657784136,3.657784136,
2020-02-20 17:55:25,3.810078704,10.0,889.4,0.218509216,3.810078704,3.810078704,
2020-02-20 17:56:28,3.821470818,10.0,889.4,0.218146439,3.821470818,3.821470818,
2020-02-20 17:57:56,3.833162724,10.0,889.4,0.217639704,3.833162724,3.833162724,
2020-02-20 17:59:17,3.852949026,10.0,889.4,0.217173277,3.852949026,3.852949026,
2020-02-20 18:00:30,3.853548611,10.10631229,889.3787375,0.215963153,3.853548611,3.853548611,
2020-02-20 18:03:22,3.809778912,10.39202658,889.3215947,0.212850225,3.809778912,3.809778912,
2020-02-20 18:04:29,3.840357743,10.50531561,889.3006645,0.211579918,3.840357743,3.840357743,
2020-02-20 18:06:04,3.84005795,10.75780731,889.3322259,0.207119176,3.84005795,3.84005795,
